Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Current Ratio,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Fixed Assets,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Inventory,Liabilities,Long-Term Debt,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,For Year,Earnings Per Share,Estimated Shares Outstanding,Total Revenue
1334000000,360000000,87000000,9,0,19,699000000,-10000000,0,99,1192000000,2251000000,1660000000,29827000000,40,5112000000,568000000,3000000,372000000,217000000,11546000000,702000000,25000000,2831000000,-47000000,-2759000000,1092000000,592000000,1092000000,1092000000,2058000000,2209000000,17,9142000000,579000000,0,0,-83000000,7041000000,-612000000,13,13,8,89,0,-10000000,1877000000,44071000000,3716000000,3757000000,12576000000,31495000000,44071000000,2014,3.73,292761394.1,12919000000
1303000000,69000000,24000000,9,0,20,944000000,22000000,0,81,1078000000,2451000000,1798000000,32209000000,44,5494000000,605000000,2000000,350000000,201000000,12006000000,1361000000,249000000,3277000000,629000000,-3657000000,1193000000,750000000,1193000000,1193000000,1882000000,2427000000,19,8096000000,660000000,0,0,-304000000,6080000000,-36000000,14,14,10,74,0,1000000,1937000000,45642000000,3836000000,4720000000,13052000000,32590000000,45642000000,2015,4.07,293120393.1,12554000000
1462000000,-15000000,168000000,9,0,20,776000000,13000000,0,89,1006000000,2639000000,1943000000,35216000000,47,5718000000,698000000,124000000,339000000,258000000,14735000000,1356000000,-172000000,3459000000,1345000000,-4976000000,1245000000,874000000,1245000000,1245000000,1827000000,2575000000,21,7024000000,464000000,0,0,182000000,4911000000,78000000,16,14,10,80,0,753000000,2031000000,48255000000,3406000000,3843000000,14298000000,33957000000,48255000000,,,,12075000000
214700000,-17200000,6700000,14,-66000000,23,146800000,0,236600000,83,163400000,486700000,431300000,283700000,63,1313500000,156000000,1242200000,0,57300000,1447400000,718100000,19100000,496300000,606300000,-1083600000,272100000,38500000,272100000,275300000,317000000,480000000,23,165100000,74900000,-367900000,-5900000,-1013900000,230300000,-26500000,21,22,13,83,3064600000,-16800000,673500000,4520100000,538700000,646500000,1933200000,2586900000,4520100000,2012,2.27,119867841.4,2073000000
205500000,-2400000,-10600000,15,-83300000,36,235900000,0,236600000,98,190300000,600600000,530400000,288900000,66,1516600000,188900000,1068700000,0,12400000,1145500000,-282300000,89100000,569000000,-333100000,-136300000,351800000,5900000,351800000,341500000,309700000,611200000,27,138800000,102800000,-318500000,0,-43900000,127200000,2900000,23,23,15,98,3309200000,52600000,715800000,4539900000,648400000,662500000,2300700000,2239200000,4539900000,2013,2.9,121310344.8,2303900000
207700000,-27800000,4600000,17,-86400000,16,128300000,0,236600000,72,204200000,642800000,574200000,300600000,65,1591700000,200200000,1049100000,0,60800000,1145700000,89900000,-107600000,616200000,-283400000,-429300000,367400000,10800000,367400000,374000000,337200000,638200000,26,114000000,125000000,-441300000,0,-340400000,229300000,-5800000,24,26,15,72,3554800000,-261900000,751700000,4661000000,590500000,823100000,2200100000,2460900000,4661000000,2014,3.03,121254125.4,2436400000
292500000,-26900000,6500000,19,-146200000,15,93300000,0,236600000,93,200000000,700400000,636600000,366800000,67,1776200000,201800000,922600000,0,123800000,1145900000,-331000000,-35000000,742100000,-612000000,-147800000,429100000,-5500000,429100000,434800000,349800000,693900000,26,87000000,118500000,-490700000,0,-1500000,203400000,15900000,24,28,16,93,3834400000,-161900000,884300000,4509000000,561600000,603800000,2310900000,2198100000,4509000000,2015,3.61,118864265.9,2663600000
1548000000,-13000000,97000000,1,-4149000000,5,170000000,10000000,2373000000,71,1634000000,2382000000,1861000000,30273000000,35,4115000000,267000000,0,340000000,14000000,9231000000,121000000,-1299000000,3334000000,650000000,-5283000000,-92000000,1160000000,-183000000,1594000000,1312000000,2285000000,19,7130000000,850000000,-87000000,306000000,-919000000,10610000000,621000000,16,20,1,62,7146000000,729000000,296000000,44394000000,2672000000,3744000000,9432000000,34962000000,44394000000,2012,-0.56,164285714.3,11862000000
1765000000,-56000000,50000000,10,-3599000000,3,146000000,80000000,2403000000,68,1696000000,1765000000,1221000000,30455000000,34,4217000000,242000000,0,256000000,45000000,9825000000,1183000000,-24000000,2967000000,581000000,-3572000000,1015000000,902000000,915000000,979000000,1855000000,1715000000,14,7927000000,1055000000,-13000000,-48000000,125000000,9791000000,-715000000,10,12,8,63,7548000000,-13000000,309000000,46646000000,3312000000,4881000000,9938000000,36708000000,46646000000,2012,2.81,361209964.4,12581000000
1661000000,64000000,67000000,16,-3906000000,2,132000000,-25000000,2445000000,65,1815000000,2539000000,1979000000,32981000000,35,4671000000,443000000,0,281000000,14000000,10234000000,966000000,-14000000,3248000000,645000000,-3907000000,1721000000,263000000,1612000000,1536000000,1422000000,2472000000,18,7961000000,1732000000,-58000000,-25000000,43000000,10865000000,-604000000,15,18,13,60,8573000000,278000000,322000000,49734000000,3567000000,5479000000,10960000000,38774000000,49734000000,2014,4.95,347676767.7,13413000000
1382000000,49000000,115000000,10,-4225000000,3,161000000,14000000,2484000000,54,2005000000,2123000000,1568000000,35085000000,37,4268000000,486000000,0,267000000,8000000,10964000000,86000000,29000000,4509000000,-588000000,-3892000000,1117000000,-300000000,1020000000,1082000000,1336000000,2008000000,17,7953000000,890000000,-56000000,-25000000,-41000000,10199000000,1616000000,14,14,10,48,8940000000,11000000,336000000,50310000000,2654000000,4927000000,11368000000,38942000000,50310000000,2015,3.13,356869009.6,11524000000
1916300000,-113000000,31400000,31,-461000000,77,1495700000,-134500000,5600000,222,336900000,1557400000,1475200000,1350700000,80,8155800000,451400000,169600000,1113900000,42400000,1326000000,58700000,148000000,1226300000,-611500000,-465500000,1019800000,73900000,1019800000,1019800000,1171700000,1526000000,15,446200000,515900000,-157500000,0,-8700000,582700000,-3200000,14,45,10,165,5364100000,-296600000,6597000000,7145200000,4297200000,1934600000,3286900000,3843300000,7130200000,2013,2.63,387756654,10181700000
2038300000,-196200000,8600000,31,-510200000,79,1629100000,-156800000,5600000,235,384600000,1836200000,1776800000,1502600000,80,8810600000,567700000,157300000,1294000000,202900000,1324700000,-6700000,133400000,1535200000,-856900000,-511600000,1204100000,136800000,1204100000,1204100000,1379300000,1827600000,17,476900000,522800000,-100300000,0,-9200000,618000000,-45200000,16,46,11,172,6265800000,-582400000,6985900000,7868800000,4825200000,2056700000,3854900000,3999400000,7854300000,2014,3.12,385929487.2,10968800000
2100000000,103200000,14300000,30,-473000000,72,1021400000,-26200000,5700000,196,409300000,1620600000,1560600000,1490200000,81,8679800000,467200000,326600000,1215800000,263400000,1595100000,299200000,-607700000,1943300000,-894800000,-1616200000,1088900000,92400000,1088900000,1088900000,1174500000,1606300000,15,661400000,268200000,-381500000,0,-241000000,847700000,7800000,14,43,10,139,7004100000,-881400000,7073500000,8226900000,4183600000,2129800000,3643200000,4572600000,8215800000,2015,2.87,379407665.5,10780400000
2349000000,-100900000,15600000,31,-525300000,52,914100000,-69000000,5700000,158,414700000,1625900000,1555200000,1583300000,81,9081200000,434400000,344500000,1263400000,386900000,1910000000,608200000,-107300000,1788700000,-604900000,-1269300000,1114600000,108200000,1114600000,1114600000,1258300000,1610300000,14,734900000,320000000,-544800000,0,-101300000,1045500000,-72000000,14,44,10,110,7693300000,-805500000,7337800000,9223300000,4225100000,2680500000,3571900000,5636000000,9207900000,2016,3.01,370299003.3,11262300000
1360000000,48000000,-8000000,15,-465000000,18,249000000,38000000,2000000,198,360000000,792000000,649000000,4181000000,22,1762000000,206000000,1849000000,1260000000,-87000000,4779000000,1644000000,-328000000,1128000000,1504000000,-2962000000,437000000,341000000,437000000,443000000,997000000,800000000,10,337000000,193000000,123000000,0,-2497000000,2357000000,-16000000,8,22,5,105,3038000000,56000000,644000000,11710000000,2699000000,1364000000,2943000000,8767000000,11710000000,2012,3,145666666.7,8102000000
1470000000,-38000000,-3000000,31,-483000000,16,237000000,-6000000,2000000,193,433000000,1859000000,1679000000,4290000000,30,2776000000,507000000,1781000000,1264000000,-151000000,4254000000,-530000000,-12000000,1297000000,-859000000,-457000000,1165000000,-24000000,1165000000,1172000000,1088000000,1862000000,20,297000000,251000000,171000000,0,26000000,1750000000,-89000000,18,44,12,107,4012000000,-179000000,645000000,11845000000,2840000000,1470000000,3796000000,8049000000,11845000000,2013,7.57,153896961.7,9350000000
1721000000,19000000,15000000,21,-593000000,11,214000000,-61000000,2000000,157,450000000,1177000000,990000000,5087000000,23,2221000000,235000000,2905000000,1509000000,-195000000,7248000000,3250000000,-23000000,1408000000,2664000000,-4091000000,751000000,450000000,751000000,755000000,1200000000,1162000000,12,421000000,250000000,-277000000,0,-3498000000,2266000000,-12000000,10,28,8,82,4545000000,-367000000,755000000,16072000000,3173000000,2022000000,3510000000,12562000000,16072000000,2014,5.03,149304175,9527000000
1625000000,114000000,8000000,22,-652000000,14,293000000,-26000000,2000000,140,571000000,1392000000,1129000000,5130000000,27,2580000000,275000000,2650000000,1479000000,-361000000,6608000000,-505000000,79000000,1612000000,-832000000,-693000000,848000000,329000000,848000000,854000000,1038000000,1384000000,14,435000000,68000000,-390000000,0,-41000000,1998000000,131000000,12,29,9,68,5146000000,-83000000,762000000,15611000000,2878000000,2056000000,3941000000,11670000000,15611000000,2015,5.71,148511383.5,9648000000
6038000000,84000000,0,19,-678000000,43,3275000000,-83000000,477000000,144,819000000,3414000000,3196000000,3605000000,40,9952000000,1130000000,1672000000,1895000000,75000000,4055000000,349000000,908000000,3649000000,-1933000000,-789000000,2004000000,722000000,2004000000,2004000000,4808000000,3414000000,14,926000000,1021000000,-189000000,19000000,-111000000,2313000000,-34000000,13,30,8,119,18930000000,-1120000000,6010000000,24711000000,10999000000,7625000000,10585000000,14126000000,24711000000,2013,2.78,720863309.4,24669000000
5989000000,163000000,0,22,-651000000,37,3149000000,103000000,477000000,129,569000000,3387000000,3191000000,3802000000,44,7762000000,953000000,1689000000,2057000000,364000000,3559000000,294000000,-126000000,3692000000,-2559000000,-1159000000,2184000000,87000000,2147000000,2238000000,5019000000,3387000000,19,637000000,642000000,-575000000,-21000000,-508000000,1997000000,-471000000,18,32,12,104,19867000000,-1622000000,4375000000,24177000000,10867000000,8454000000,10119000000,14058000000,24177000000,2014,3.05,716065573.8,17733000000
3682000000,-241000000,1039000000,34,-588000000,39,3054000000,11000000,477000000,129,573000000,3982000000,3807000000,7015000000,43,7008000000,1267000000,938000000,1265000000,-271000000,4289000000,841000000,-95000000,2529000000,-2948000000,591000000,2733000000,-1085000000,2710000000,2540000000,2870000000,2943000000,18,239000000,2860000000,-1617000000,-19000000,1179000000,1871000000,320000000,23,47,17,113,21308000000,-2501000000,4065000000,22088000000,10049000000,7800000000,8081000000,14007000000,22088000000,2015,4.01,681546134.7,16249000000
3823000000,-162000000,0,22,-447000000,40,3182000000,-58000000,477000000,124,568000000,2504000000,2316000000,6761000000,43,6262000000,697000000,902000000,1208000000,-123000000,4062000000,-198000000,128000000,2881000000,-2045000000,-626000000,1664000000,174000000,1635000000,1619000000,2701000000,2504000000,17,211000000,2869000000,-1999000000,-19000000,-179000000,2055000000,436000000,16,31,11,109,21716000000,-601000000,3758000000,21743000000,9960000000,8008000000,7568000000,14175000000,21743000000,2016,2.53,657707509.9,14522000000
2309671000,-178683000,14495000,4,-7355116000,30,876435000,-156762000,202720000,123,3169703000,1494292000,1280740000,23337681000,85,9983208000,710461000,0,683187000,97058000,5905602000,1229736000,260709000,5236777000,1139751000,-6119263000,570279000,1779544000,570279000,570279000,1685781000,1479797000,13,409013000,344481000,439895000,66800000,1235853000,894758000,-44362000,11,10,5,99,10175631000,24295000,3862434000,27336578000,3589884000,2924058000,13284764000,14051814000,27336578000,2012,2.13,267736619.7,11682636000
2464578000,-23613000,-2865000,14,-7060627000,46,1318209000,53402000,202732000,142,3600976000,3672346000,3436886000,26148836000,86,12420225000,1239777000,0,563268000,233461000,5906642000,-405780000,441774000,7329414000,-573926000,-6314778000,2197109000,1429007000,2197109000,2197109000,1908256000,3675211000,25,353387000,282282000,415834000,56086000,745849000,865067000,-160928000,24,22,15,123,12168277000,-25054000,4621096000,30574238000,4072015000,2861716000,15418459000,15155779000,30574238000,2013,8.13,270247109.5,14487118000
3202983000,84982000,-45050000,16,-8246805000,62,2087213000,-161958000,205492000,160,3997041000,5196773000,4995315000,29172644000,86,15500951000,2079828000,0,706597000,635536000,5903354000,-42214000,769004000,8649155000,-327734000,-7513565000,2915487000,1295929000,2915487000,2915487000,1870550000,5241823000,29,174022000,751661000,-23056000,99350000,733240000,939497000,-117862000,28,28,16,139,14763098000,-105175000,5285634000,34762687000,5416021000,3384308000,17712582000,17050105000,34762687000,2014,5.36,543934141.8,18035340000
1657117000,641412000,1916000,35,-5013163000,39,718506000,58450000,205502000,142,3313644000,-6684163000,-6921556000,24210721000,75,6579671000,-2397041000,0,598935000,-1463656000,6653685000,737836000,-1368707000,3595165000,370921000,-5320256000,-4524515000,4951920000,-4524515000,-4524515000,1119126000,-6686079000,76,172279000,155677000,-33338000,26191000,-307093000,971335000,617910000,79,53,52,110,9870816000,-26101000,3174320000,26975244000,2592244000,1819287000,12943035000,14032209000,26975244000,2015,-8.29,545779855.2,8757428000
332362000,-26601000,-3946000,6,-789156000,76,252213000,0,49000,117,421944000,388950000,188622000,3915738000,50,942759000,58564000,201562000,0,66266000,2943381000,-328905000,-26610000,632026000,-222721000,-442873000,140028000,24794000,140028000,130058000,163840000,392896000,21,208022000,57547000,-101042000,0,-152968000,245725000,2479000,10,8,7,117,-131128000,42773000,531180000,6135797000,640092000,549072000,2313441000,3822356000,6135797000,2012,3.01,46520930.23,1887376000
327824000,-27956000,-99861000,4,-646738000,116,261894000,0,50000,163,456339000,361071000,112279000,4591650000,51,1088363000,16156000,184182000,0,-79681000,4087934000,685405000,9681000,604608000,574907000,-1169313000,94685000,196636000,94685000,-13816000,184840000,460932000,21,387324000,72118000,-113767000,-97864000,-43439000,274955000,-36853000,5,5,4,163,-36443000,-16907000,621413000,7492359000,888660000,546504000,2459064000,5033295000,7492359000,2013,1.92,49315104.17,2152766000
400265000,-101966000,-153980000,11,-676994000,178,613974000,0,57000,232,500358000,355286000,84733000,4998270000,51,1245891000,345459000,147527000,0,275847000,4563126000,807810000,349023000,689420000,107401000,-435839000,-259547000,282403000,-259547000,-416537000,262570000,509266000,21,142670000,85004000,-332443000,-116517000,1604000,304964000,-6496000,3,4,11,232,-720377000,-494914000,734119000,7781978000,1490943000,643757000,2270131000,5511847000,7781978000,2014,-4.96,52328024.19,2443776000
504055000,-44583000,-57289000,7,-906402000,164,2708255000,0,62000,197,541630000,510053000,210998000,5606436000,53,1434361000,23224000,224565000,0,126114000,5564542000,1553175000,1617921000,894793000,1873182000,-1134927000,187774000,154229000,187774000,187485000,291964000,567342000,21,198630000,246186000,-509059000,0,-742633000,390413000,-70371000,8,8,7,197,-1576688000,859536000,825296000,10356695000,3259280000,1656354000,2745386000,7611309000,10356695000,2015,3.25,57776615.38,2725867000
330329000,-44818000,31694000,10,-1763362000,162,845641000,0,1869843000,240,676570000,663846000,521158000,8333762000,81,1504616000,175186000,0,19656000,15990000,2490354000,-23204000,663586000,1162861000,500500000,-999775000,390572000,4350000,390572000,345972000,235781000,632152000,34,73883000,154347000,44703000,45137000,740587000,258396000,72954000,28,13,21,236,2567980000,529442000,200849000,9792053000,1255425000,523410000,4034788000,5757265000,9792053000,2013,2.59,150800000,1859177000
444077000,-70392000,121941000,8,-2451490000,129,1077429000,0,1895632000,229,679298000,860248000,723711000,10076814000,81,1944794000,214092000,0,0,30350000,2793479000,476074000,231788000,1414742000,1261258000,-2444212000,386965000,240837000,386965000,509619000,306085000,738307000,31,54216000,520809000,199494000,1111000,7278000,284599000,23659000,30,16,16,229,2917129000,870099000,238134000,12035353000,1904323000,833342000,4582815000,7452538000,12035353000,2014,2.55,151750980.4,2388768000
291550000,131031000,395715000,2,-2434018000,201,1601232000,0,2153280000,283,819216000,573092000,426561000,11472021000,73,1430957000,104675000,0,0,-37623000,2793343000,129996000,523803000,1216940000,1832470000,-2525607000,85171000,33222000,85171000,321886000,176957000,177377000,9,176107000,472830000,46378000,-10048000,-91589000,386798000,-50792000,22,8,4,283,2982212000,1852591000,249925000,13976172000,2251019000,795819000,5077791000,8898381000,13976172000,2015,0.56,152091071.4,1954000000
309978000,-165507000,-209273000,8,-2590733000,173,1103540000,0,3440185000,227,927920000,-246607000,-394527000,13162216000,67,1243430000,-263464000,0,0,40548000,3289459000,187301000,-497692000,1064320000,1399469000,-2961481000,-452983000,441735000,-452983000,-131063000,341628000,-37334000,2,222925000,96655000,2042000,-20766000,-85866000,499572000,-49313000,21,7,24,227,2509073000,1443071000,272747000,15472922000,1828219000,804640000,5860281000,9612641000,15472922000,,,,1857339000
764350000,-20214000,19742000,6,-1472272000,1,45748000,34321000,1662547000,61,740791000,1137948000,808003000,16605010000,42,2606353000,274926000,0,267713000,-133789000,7200156000,721431000,39189000,1161229000,345884000,-1467924000,525945000,-1489000,525945000,525945000,1008862000,1118206000,18,5460177000,904972000,-72854000,6529000,35683000,3720359000,8532000,13,9,8,54,1802714000,0,747356000,28302824000,2227295000,3643690000,9237050000,19065774000,28302824000,2012,1.9,276813157.9,6273787000
742251000,-163549000,29894000,8,-1456787000,1,43364000,-14811000,1665351000,64,859680000,1559329000,1220630000,17576186000,45,3303264000,426941000,0,303233000,-105569000,7776833000,270976000,-2384000,1663539000,-224700000,-1441223000,786007000,316722000,786007000,786007000,1007002000,1529435000,21,4124386000,733450000,-46031000,-25253000,67816000,2322881000,-22623000,17,13,11,54,2125980000,0,914149000,27795537000,2087049000,3275651000,9611528000,18184009000,27795537000,2013,2.49,315665461.8,7301204000
1028519000,-122139000,24619000,8,-1603744000,1,38703000,-41310000,1666796000,86,625361000,1657468000,1295362000,18647041000,43,3292717000,468297000,0,349664000,-178481000,8568429000,433524000,-4661000,1635473000,-48339000,-1591795000,819546000,509180000,819546000,819546000,1405411000,1632849000,21,4366455000,898687000,-74009000,883000,14380000,3028089000,15797000,17,13,11,75,2448661000,0,1034507000,29740387000,2692465000,3134381000,9976815000,19763572000,29740387000,2014,2.59,316427027,7741856000
813646000,-39797000,34227000,8,-1724139000,1,23947000,34112000,1669313000,88,688195000,1798391000,1425971000,19892441000,44,3538633000,539967000,0,336476000,-61336000,8805574000,766178000,-14756000,1424025000,220369000,-1659150000,878485000,-127184000,878485000,878485000,1283486000,1764164000,22,4033203000,974877000,-66844000,-8499000,-17062000,2792382000,44031000,18,14,11,76,2797355000,0,1086274000,30580309000,2618786000,2989790000,10352215000,20228094000,30580309000,2015,2.77,317142599.3,7954827000
2341000000,108000000,-71000000,8,-593000000,20,577000000,166000000,5000000,143,598000000,1459000000,1251000000,3786000000,30,4863000000,31000000,7580000000,2336000000,-328000000,9765000000,5832000000,192000000,1664000000,5480000000,-6972000000,1217000000,-296000000,1217000000,1217000000,4039000000,1530000000,9,1748000000,421000000,-1968000000,2000000,-6982000000,3804000000,196000000,8,8,7,101,5805000000,254000000,2894000000,35810000000,7900000000,5515000000,15113000000,20632000000,35745000000,2012,3.54,343785310.7,16311000000
2421000000,-231000000,8000000,11,-614000000,35,915000000,-92000000,5000000,178,997000000,2155000000,1884000000,3833000000,30,6677000000,11000000,7186000000,2382000000,41000000,8969000000,-1087000000,338000000,2285000000,-1736000000,-202000000,1861000000,-361000000,1861000000,1861000000,4225000000,2147000000,10,1006000000,415000000,-1563000000,-6000000,700000000,3432000000,58000000,9,11,8,129,6866000000,121000000,3886000000,35491000000,8731000000,4914000000,16791000000,18628000000,35419000000,2013,3.93,473536895.7,22046000000
2360000000,-205000000,183000000,11,-632000000,19,781000000,-152000000,5000000,151,983000000,1988000000,1761000000,3750000000,31,6906000000,-42000000,6556000000,2428000000,-48000000,8024000000,-582000000,-134000000,1878000000,-2130000000,143000000,1793000000,-579000000,1793000000,1793000000,4260000000,1805000000,8,1002000000,386000000,-2902000000,-43000000,253000000,3410000000,76000000,8,11,8,106,7078000000,-596000000,3810000000,33529000000,8100000000,5355000000,15786000000,17690000000,33476000000,2014,3.78,474338624.3,22552000000
2124000000,5000000,35000000,13,-506000000,10,268000000,-20000000,5000000,143,925000000,2377000000,2145000000,3565000000,31,6563000000,164000000,6014000000,2323000000,-233000000,7781000000,-602000000,-513000000,2371000000,-2267000000,-575000000,1979000000,-139000000,1979000000,1979000000,3479000000,2342000000,11,995000000,369000000,-3866000000,-10000000,-106000000,3004000000,-148000000,10,14,9,93,7346000000,-630000000,3596000000,31031000000,6616000000,4625000000,15186000000,15800000000,30986000000,2015,4.25,465647058.8,20855000000
1844572000,-13050000,204633000,9,-3131006000,14,532569000,-11604000,2548000,90,1771649000,1505814000,899218000,27554584000,36,3718452000,30855000,0,1142361000,807741000,11954859000,1035803000,-161869000,2940285000,538151000,-3639797000,868363000,329045000,846673000,868363000,1308617000,1301181000,13,6704590000,653539000,-293083000,0,-401532000,9078270000,-811859000,9,10,8,62,9704591000,113886000,917162000,43202502000,3683126000,4106321000,9291089000,33911413000,43202502000,2012,4.77,182046750.5,10302079000
1641129000,-184315000,274660000,8,-2304893000,18,739126000,4873000,2548000,97,2012076000,1586090000,956553000,28081019000,33,3802062000,225981000,0,1123964000,-941886000,12171367000,182239000,206557000,3189219000,-380824000,-2601593000,730572000,609757000,711902000,730572000,1347259000,1354999000,12,5630241000,719342000,-29324000,0,-98198000,8248881000,958142000,8,10,6,69,9825053000,48776000,888051000,43406446000,3929691000,4060572000,9726466000,33679980000,43406446000,2013,3.99,183100751.9,11390947000
1596582000,123506000,204048000,10,-2119191000,37,1422026000,3524000,2548000,114,2127892000,2210937000,1549854000,28936737000,35,4368734000,589597000,0,1124018000,1382824000,12416420000,328281000,682900000,3889561000,-252173000,-2954488000,960257000,720462000,940721000,960257000,1131038000,2006889000,16,6612125000,712551000,-42307000,23579000,-805619000,10455977000,-1428904000,12,15,8,85,10169657000,11595000,863455000,46414455000,4389633000,3848891000,10101725000,36312730000,46414455000,2014,5.24,183255152.7,12494921000
1538953000,26707000,323637000,2,-2500860000,44,1350961000,-12376000,2548000,132,2117236000,-129565000,-799661000,28044360000,35,4063978000,-642927000,0,1091167000,-520388000,13138557000,-63376000,-71065000,3291184000,-753467000,-2608782000,-156734000,1130519000,-176562000,-156734000,1068900000,-299165000,3,6041934000,556384000,8951000,-9136000,-74110000,10303025000,706220000,7,9,1,96,9393913000,-62300000,1074998000,44647681000,4067412000,3089958000,9256791000,35390890000,44647681000,2015,-0.99,158317171.7,11513251000
347400000,-26500000,3100000,20,-109000000,150,310900000,-21700000,124200000,372,53700000,392600000,388200000,373300000,74,1408600000,96700000,67000000,281000000,82700000,189300000,39500000,139700000,362100000,-155600000,-78800000,291500000,-30600000,291500000,291500000,390900000,389500000,21,26300000,98600000,-37900000,1500000,-39700000,205500000,13000000,20,26,15,291,1653900000,-244000000,697400000,2221500000,1291900000,347400000,1479300000,742200000,2221500000,2012,2.55,114313725.5,1899600000
345600000,8500000,3300000,25,-109000000,271,420400000,-44400000,126000000,499,62900000,521000000,511200000,421600000,75,1528900000,122100000,33500000,308900000,80800000,593100000,409600000,109500000,472700000,34900000,-412700000,389100000,-31800000,389100000,389100000,361400000,517700000,25,35400000,118600000,-27600000,3200000,-2800000,226800000,7600000,25,33,19,410,2030800000,-451400000,749700000,2709900000,1725800000,345600000,1544400000,1165500000,2709900000,2013,3.51,110854700.9,2045500000
426100000,-26800000,-1300000,37,-82900000,338,653800000,-30500000,128900000,524,68600000,1161200000,1144000000,442900000,73,1697300000,332900000,23400000,296800000,241000000,598100000,-12700000,233400000,1022300000,-153000000,-633000000,811100000,-47700000,811100000,811100000,325000000,1162500000,50,49200000,170500000,-100900000,-2100000,-22700000,307400000,6600000,49,52,35,454,2841900000,-187600000,928700000,3523000000,2231100000,426100000,2191400000,1331600000,3523000000,2014,7.62,106443569.6,2322900000
476200000,-38300000,3900000,20,-102700000,257,718400000,-67700000,239100000,430,65800000,639600000,622400000,482500000,75,1876500000,127500000,205400000,339900000,163900000,599900000,1900000,64600000,549700000,-158600000,-316100000,494900000,-75400000,494900000,494900000,344100000,635700000,25,131200000,139200000,-182600000,-8900000,-333000000,480100000,6500000,25,25,20,359,3336800000,-192900000,850700000,4059300000,2047900000,476200000,2503100000,1556200000,4059300000,2015,2.3,215173913,2493700000
4273000000,-133000000,473000000,8,-5395000000,23,1776000000,-100000000,16741000000,131,3779000000,4129000000,2773000000,47330000000,28,6894000000,1044000000,0,1105000000,-538000000,18271000000,588000000,123000000,6343000000,-826000000,-5394000000,1729000000,380000000,1719000000,1729000000,4729000000,3669000000,15,7584000000,2527000000,-2040000000,-119000000,216000000,17780000000,1226000000,11,12,7,117,10358000000,-46000000,1095000000,79924000000,10137000000,7728000000,22925000000,56999000000,79924000000,2013,0.6,2881666667,24888000000
4595000000,-280000000,1181000000,7,-6077000000,25,2149000000,-380000000,16709000000,135,3868000000,3551000000,2486000000,52170000000,21,5858000000,666000000,0,1603000000,-568000000,19853000000,2040000000,269000000,4457000000,411000000,-4599000000,1603000000,2016000000,1623000000,1603000000,4709000000,3096000000,11,7548000000,3392000000,-2684000000,-178000000,1540000000,20487000000,-2019000000,9,11,6,117,10910000000,35000000,1154000000,86416000000,11853000000,8762000000,22801000000,63615000000,86416000000,2014,,,27429000000
5267000000,298000000,-28000000,9,-7624000000,74,6707000000,4000000,18676000000,168,3987000000,4363000000,3330000000,57439000000,27,8041000000,1073000000,0,1566000000,-623000000,24286000000,4102000000,4624000000,7616000000,4830000000,-7822000000,2269000000,1643000000,2269000000,2269000000,4099000000,4409000000,15,7994000000,2962000000,-2624000000,-99000000,94000000,20508000000,57000000,11,13,8,151,12068000000,1900000000,1200000000,95384000000,15334000000,9118000000,25986000000,69398000000,95384000000,2015,,,29447000000
6909000000,-498000000,365000000,4,-8553000000,7,888000000,7000000,18794000000,92,5576000000,3525000000,1989000000,71555000000,28,8672000000,761000000,0,1638000000,374000000,32216000000,2205000000,-5867000000,8445000000,1191000000,-15503000000,1134000000,2146000000,1134000000,1134000000,5359000000,3112000000,10,11965000000,4527000000,-2660000000,-85000000,-134000000,23089000000,-364000000,6,8,4,80,12030000000,-135000000,1576000000,1.15E+11,12412000000,13457000000,25837000000,89067000000,1.15E+11,,,,31360000000
842558000,-89856000,19595000,16,-47626000,150,1260842000,0,2064000,280,39940000,550393000,550393000,556204000,31,1835370000,217424000,0,0,32066000,0,0,-33514000,370126000,-363047000,-46994000,333360000,55070000,333360000,333360000,1043478000,530798000,9,32395000,53140000,5734000,0,290000,0,-63000,9,27,6,280,2018618000,-249903000,1264632000,2954125000,2357599000,842558000,2027699000,926426000,2954125000,2012,1.58,210987341.8,5992215000
870200000,-64575000,20523000,17,-53411000,146,1247652000,0,2025000,278,48071000,572596000,572596000,563064000,31,1882853000,222585000,0,0,52585000,0,0,-13190000,407536000,-332028000,-76806000,348526000,23459000,348526000,348526000,1091896000,552073000,9,28552000,49384000,-6265000,0,2806000,0,-2015000,9,27,6,278,2087376000,-209914000,1282709000,3014812000,2415269000,870200000,2084783000,930029000,3014812000,2013,1.69,206228402.4,6080257000
